"affy_hg_u133a_2"	"entrezgene"
"203499_at"	1969
"219311_at"	79959
"52285_f_at"	79959
"201890_at"	6241
"209773_s_at"	6241
"204149_s_at"	2948
"210912_x_at"	2948
"214154_s_at"	5318
"207717_s_at"	5318
"213078_x_at"	254531
"40472_at"	254531
"215409_at"	254531
"201696_at"	6429
"219580_s_at"	79838
"214124_x_at"	11116
"205588_s_at"	11116
"202005_at"	6768
"216905_s_at"	6768
"209985_s_at"	429
"209988_s_at"	429
"213768_s_at"	429
"209987_s_at"	429
"219443_at"	55617
"220039_s_at"	54901
"214877_at"	54901
"204234_s_at"	7748
"212107_s_at"	1660
"202420_s_at"	1660
"212105_s_at"	1660
"214817_at"	23025
"219115_s_at"	53832
"201526_at"	29999
"220379_at"	29999
"220660_at"	58483
"218418_s_at"	25959
"221068_at"	25959
"206443_at"	6096
"212646_at"	23180
"202108_at"	5184
"212666_at"	57154
"212668_at"	57154
"215458_s_at"	57154
"218664_at"	51102
"211684_s_at"	NA
"204418_x_at"	2946
"204550_x_at"	2946
"215333_x_at"	2946
"209219_at"	7936
"209219_at"	100302242
"208619_at"	1642
"210866_s_at"	4850
"203291_at"	4850
"210867_at"	4850
"210204_s_at"	4850
"210203_at"	4850
"214476_at"	7032
"218876_at"	NA
"204336_s_at"	10287
"205153_s_at"	958
"35150_at"	958
"215346_at"	958
"222292_at"	958
"217640_x_at"	220134
"218435_at"	29103
"211312_s_at"	8840
"202476_s_at"	10844
"202477_s_at"	10844
"205009_at"	7031
"219120_at"	80304
"211694_at"	83942
"214951_at"	65012
"220963_s_at"	79363
"222033_s_at"	2321
"203844_at"	7428
"220047_at"	23409
"222248_s_at"	23409
"207301_at"	1946
"214036_at"	1946
"201430_s_at"	1809
"201431_s_at"	1809
"214477_at"	4298
"210350_x_at"	3621
"209808_x_at"	3621
"208415_x_at"	3621
"206564_at"	4987
"206563_s_at"	4987
"207011_s_at"	5754
"220481_at"	10936
"220777_at"	63971
"218584_at"	79600
"208075_s_at"	6354
"219198_at"	9329
"205027_s_at"	1326
"212686_at"	57460
"205836_s_at"	64848
"205835_s_at"	64848
"213077_at"	64848
"218598_at"	60561
"222040_at"	3178
"213356_x_at"	3178
"200016_x_at"	3178
"221919_at"	3178
"214280_x_at"	3178
"37965_at"	29780
"216253_s_at"	29780
"37966_at"	29780
"204629_at"	29780
"204960_at"	5790
"221754_s_at"	5790
"64486_at"	5790
"217924_at"	64771
"205457_at"	64771
"217925_s_at"	64771
"219501_at"	55068
"204707_s_at"	5596
"204418_x_at"	2944
"204550_x_at"	2944
"215333_x_at"	2944
"217896_s_at"	80011
"211692_s_at"	27113
"211692_s_at"	100422832
"211692_s_at"	100422899
"209931_s_at"	2281
"206857_s_at"	2281
"205321_at"	1968
"220581_at"	80129
"202037_s_at"	6422
"202036_s_at"	6422
"202035_s_at"	6422
"220996_s_at"	81626
"203729_at"	2014
"213201_s_at"	7138
"203751_x_at"	3727
"214326_x_at"	3727
"203752_s_at"	3727
"222149_x_at"	283768
"222149_x_at"	100132565
"217883_at"	27249
"200056_s_at"	NA
"206252_s_at"	552
"206250_x_at"	552
"218093_s_at"	55608
"205119_s_at"	2357
"205118_at"	2357
"219342_at"	64921
"201960_s_at"	23077
"201959_s_at"	23077
"206311_s_at"	5319
"218438_s_at"	80306
"213623_at"	11127
"219765_at"	79673
"205145_s_at"	4636
"204802_at"	6236
"204803_s_at"	6236
"205752_s_at"	2949
"210773_s_at"	2358
"210772_at"	2358
"221358_at"	2832
"201244_s_at"	5894
"211949_s_at"	9221
"205895_s_at"	9221
"211951_at"	9221
"221754_s_at"	57175
"64486_at"	57175
"210259_s_at"	1748
"208216_at"	1748
"221233_s_at"	57579
"220177_s_at"	64699
"200770_s_at"	3915
"200771_at"	3915
"210133_at"	6356
"211320_s_at"	10076
"207934_at"	5988
"206066_s_at"	5889
"209849_s_at"	5889
"215181_at"	64405
"210366_at"	10599
"204937_s_at"	10782
"212724_at"	390
"210341_at"	4661
"215822_x_at"	4661
"218859_s_at"	51575
"207362_at"	7782
"206333_at"	4440
"210142_x_at"	10211
"208749_x_at"	10211
"208748_s_at"	10211
"214038_at"	6355
"212220_at"	23198
"212222_at"	23198
"212219_at"	23198
"203241_at"	7405
"202554_s_at"	2947
"202039_at"	9220
"218698_at"	51074
"207517_at"	3918
"202267_at"	3918
"219440_at"	10742
"202589_at"	7298
"205634_x_at"	254359
"204412_s_at"	4744
"33767_at"	4744
"204529_s_at"	9760
"204530_s_at"	9760
"218214_at"	60673
"217266_at"	NA
"209262_s_at"	2063
"209261_s_at"	2063
"203964_at"	9111
"221102_s_at"	140803
"215009_s_at"	100499177
"219447_s_at"	51006
"219013_at"	63917
"214560_at"	2359
"220208_at"	11093
"204948_s_at"	10468
"207345_at"	10468
"208797_s_at"	23015
"208798_x_at"	23015
"213650_at"	23015
"210424_s_at"	23015
"210425_x_at"	23015
"213063_at"	79882
"204216_s_at"	79882
"213064_at"	79882
"211234_x_at"	2099
"211235_s_at"	2099
"217163_at"	2099
"211233_x_at"	2099
"215552_s_at"	2099
"205225_at"	2099
"215551_at"	2099
"218074_at"	51647
"214479_at"	2676
"200952_s_at"	894
"200953_s_at"	894
"200951_s_at"	894
"219404_at"	79574
"204324_s_at"	27333
"204322_at"	27333
"206026_s_at"	7130
"206025_s_at"	7130
"220508_at"	150160
"206904_at"	4146
"206905_s_at"	4146
"213001_at"	23452
"219514_at"	23452
"213004_at"	23452
"202496_at"	NA
"209755_at"	23057
"202737_s_at"	25804
"202736_s_at"	25804
"209162_s_at"	9128
"209161_at"	9128
"221840_at"	5791
"204631_at"	4620
"206257_at"	26093
"201721_s_at"	7805
"201720_s_at"	7805
"216580_at"	NA
"216948_at"	NA
"203648_at"	9797
"214857_at"	100505761
"214269_at"	84179
"218448_at"	54994
"202898_at"	9672
"218720_x_at"	26470
"219589_s_at"	55260
"205707_at"	23765
"206891_at"	89
"220243_at"	29068
"212910_at"	57215
"206147_x_at"	10389
"210576_at"	NA
"220930_s_at"	79024
"220931_at"	79024
"202397_at"	10204
"202397_at"	128322
"218316_at"	26520
"218394_at"	79641
"209418_s_at"	8563
"209419_at"	8563
"206982_at"	1411
"214678_x_at"	7543
"217176_s_at"	7543
"207920_x_at"	7543
"207247_s_at"	7543
"218467_at"	56984
"212397_at"	5962
"212398_at"	5962
"204969_s_at"	5962
"205229_s_at"	1690
"211226_at"	8811
"209716_at"	1435
"210557_x_at"	1435
"211839_s_at"	1435
"207082_at"	1435
"210185_at"	782
"206996_x_at"	782
"210967_x_at"	782
"219429_at"	79152
"203010_at"	6776
"219559_at"	63910
"208821_at"	6628
"213175_s_at"	6628
"205888_s_at"	9832
"205889_s_at"	9832
"204599_s_at"	10573
"220045_at"	63974
"201126_s_at"	4245
"212406_s_at"	55251
"207096_at"	6291
"207096_at"	100528017
"206845_s_at"	9810
"214700_x_at"	55183
"214872_at"	55183
"201285_at"	23608
"209845_at"	23608
"205384_at"	5348
"203413_at"	4753
"179_at"	NA
"202799_at"	8192
"220659_s_at"	55262
"215111_s_at"	8848
"215061_at"	NA
"216505_x_at"	NA
"218290_at"	55111
"200950_at"	10552
"201793_x_at"	9887
"201794_s_at"	9887
"217189_s_at"	9887
"179_at"	441263
"210707_x_at"	441263
"213893_x_at"	441263
"212753_at"	10336
"204564_at"	10336
"205935_at"	2294
"200870_at"	11171
"218337_at"	64760
"206407_s_at"	6357
"217769_s_at"	51371
"200848_at"	10768
"200850_s_at"	10768
"200849_s_at"	10768
"214571_at"	2248
"208372_s_at"	3984
"204357_s_at"	3984
"214343_s_at"	222255
"207867_at"	5078
"211176_s_at"	5078
"209303_at"	4724
"208850_s_at"	7070
"208851_s_at"	7070
"213869_x_at"	7070
"210609_s_at"	9540
"212034_s_at"	23265
"215413_at"	23265
"212035_s_at"	23265
"212026_s_at"	23265
"214802_at"	23265
"203206_at"	9679
"215061_at"	9679
"218592_s_at"	27440
"206572_x_at"	7639
"215892_at"	126070
"215781_s_at"	8940
"213660_s_at"	8940
"217184_s_at"	4058
"207106_s_at"	4058
"201164_s_at"	9698
"201166_s_at"	9698
"201165_s_at"	9698
"213227_at"	10424
"201342_at"	6631
"200925_at"	1337
"206348_s_at"	5165
"206347_at"	5165
"221957_at"	5165
"208282_x_at"	57055
"207909_x_at"	57055
"216922_x_at"	57055
"208281_x_at"	57055
"216351_x_at"	57055
"207912_s_at"	57055
"203005_at"	4055
"217995_at"	58472
"209227_at"	7991
"213423_x_at"	7991
"209228_x_at"	7991
"218403_at"	51499
"208910_s_at"	708
"214214_s_at"	708
"220325_at"	54457
"208930_s_at"	3609
"217805_at"	3609
"211375_s_at"	3609
"208931_s_at"	3609
"217804_s_at"	3609
"202993_at"	10994
"210624_s_at"	10994
"219842_at"	54622
"203921_at"	9435
"220442_at"	100528030
"214711_at"	283459
"207206_s_at"	239
"206983_at"	1235
"216574_s_at"	NA
"200632_s_at"	10397
"220418_at"	53347
"218804_at"	55107
"220442_at"	8693
"213645_at"	55556
"204143_s_at"	55556
"204142_at"	55556
"220571_at"	56981
"220571_at"	101060179
"211845_at"	5818
"211846_s_at"	5818
"208455_at"	5818
"217609_at"	10233
"206076_at"	10233
"201141_at"	10457
"218879_s_at"	64779
"213042_s_at"	489
"213036_x_at"	489
"207522_s_at"	489
"207521_s_at"	489
"209450_at"	55644
"220114_s_at"	55576
"209949_at"	4688
"207983_s_at"	10735
"209023_s_at"	10735
"209022_at"	10735
"201903_at"	7384
"213009_s_at"	4591
"207193_at"	181
"200044_at"	8683
"201698_s_at"	8683
"200044_at"	283459
"201698_s_at"	283459
"215505_s_at"	29966
"204496_at"	29966
"218517_at"	79960
"207296_at"	NA
"211237_s_at"	2264
"204579_at"	2264
"215716_s_at"	490
"209281_s_at"	490
"212930_at"	490
"207296_at"	79175
"207276_at"	1038
"206412_at"	2241
"211963_s_at"	10092
"207308_at"	6579
"211480_s_at"	6579
"211481_at"	6579
"202547_s_at"	8874
"202548_s_at"	8874
"207690_at"	257
"217376_at"	NA
"220922_s_at"	728695
"220921_at"	728695
"220922_s_at"	100133171
"220921_at"	100133171
"213136_at"	5771
"213137_s_at"	5771
"204935_at"	5771
"206833_s_at"	98
"207533_at"	6346
"220363_s_at"	63916
"55692_at"	63916
"221528_s_at"	63916
"219438_at"	79570
"221373_x_at"	5623
"202356_s_at"	5623
"202355_s_at"	5623
"210705_s_at"	85363
"210861_s_at"	8838
"221884_at"	2122
"208434_at"	2122
"220922_s_at"	171490
"220921_at"	171490
"209686_at"	6285
"205440_s_at"	4886
"210456_at"	9468
"206751_s_at"	9468
"205906_at"	2302
"214274_s_at"	30
"202025_x_at"	30
"221273_s_at"	727800
"205931_s_at"	9586
"205931_s_at"	401317
"215905_s_at"	9410
"211874_s_at"	23522
"212452_x_at"	23522
"212462_at"	23522
"214496_x_at"	23522
"209111_at"	6048
"213119_at"	206358
"208251_at"	3749
"209568_s_at"	23179
"206737_at"	7481
"214719_at"	283537
"204340_at"	8269
"213509_x_at"	8824
"209667_at"	8824
"209668_x_at"	8824
"205686_s_at"	942
"210895_s_at"	942
"205685_at"	942
"212422_at"	22984
"212424_at"	22984
"202356_s_at"	2962
"202354_s_at"	2962
"202355_s_at"	2962
"218320_s_at"	54539
"219099_at"	57103
"220676_at"	11095
"220677_s_at"	11095
"202009_at"	11344
"204454_at"	23641
"208607_s_at"	6289
"214456_x_at"	6289
"205134_s_at"	26747
"205136_s_at"	26747
"205135_s_at"	26747
"200875_s_at"	10528
"200874_s_at"	10528
"200875_s_at"	26792
"200874_s_at"	26792
"200875_s_at"	692201
"200874_s_at"	692201
"200875_s_at"	692213
"200874_s_at"	692213
"200875_s_at"	100302138
"200874_s_at"	100302138
"219286_s_at"	64783
"202281_at"	2580
"40225_at"	2580
"221409_at"	56656
"212561_at"	23258
"220171_x_at"	55425
"220171_x_at"	100996395
"203349_s_at"	2119
"216375_s_at"	2119
"203348_s_at"	2119
"210424_s_at"	440270
"210425_x_at"	440270
"208797_s_at"	440270
"213650_at"	440270
"216689_x_at"	392
"202117_at"	392
"213081_at"	9278
"220922_s_at"	64663
"220217_x_at"	64663
"220922_s_at"	171489
"220217_x_at"	171489
"208140_s_at"	83450
"207400_at"	4889
"217231_s_at"	22983
"219759_at"	64167
"210933_s_at"	6624
"201564_s_at"	6624
"209323_at"	5612
"209595_at"	2963
"206587_at"	10693
"209883_at"	23127
"214961_at"	23281
"201587_s_at"	3654
"205234_at"	9122
"220126_at"	29122
"218513_at"	55319
"219069_at"	54851
"211094_s_at"	4763
"211095_at"	4763
"204323_x_at"	4763
"204325_s_at"	4763
"211914_x_at"	4763
"212676_at"	4763
"212678_at"	4763
"210631_at"	4763
"216115_at"	4763
"214285_at"	2170
"205738_s_at"	2170
"207607_at"	430
"202496_at"	23644
"201631_s_at"	8870
"208556_at"	2853
"220050_at"	11092
"208578_at"	6336
"219505_at"	51816
"201763_s_at"	1616
"219524_s_at"	79133
"221272_s_at"	81563
"205407_at"	8434
"200874_s_at"	677831
"214382_at"	54346
"214640_at"	54346
"45749_at"	79567
"218029_at"	79567
"220560_at"	29125
"52837_at"	85352
"221901_at"	85352
"219815_at"	79690
"219665_at"	79873
"218330_s_at"	89797
"202593_s_at"	51573
"220489_s_at"	NA
"220490_at"	NA
"203067_at"	8050
"214470_at"	3820
"220342_x_at"	80267
"220926_s_at"	80267
"212071_s_at"	6711
"200672_x_at"	6711
"200671_s_at"	6711
"215918_s_at"	6711
"202300_at"	10542
"202299_s_at"	10542
"200818_at"	539
"219266_at"	59348
"219820_at"	28968
"221042_s_at"	79789
"213839_at"	79789
"202098_s_at"	3275
"210384_at"	3275
"221564_at"	3275
"206588_at"	1618
"219058_x_at"	64129
"209410_s_at"	2887
"209409_at"	2887
"210999_s_at"	2887
"210086_at"	55806
"220163_s_at"	55806
"208126_s_at"	1562
"215103_at"	1562
"208560_at"	3744
"219168_s_at"	55615
"47069_at"	55615
"210153_s_at"	4200
"209397_at"	4200
"210154_at"	4200
"205273_s_at"	10531
"200762_at"	1808
"208564_at"	3737
"220132_s_at"	29121
"205167_s_at"	995
"203540_at"	2670
"200703_at"	8655
"221794_at"	57572
"55583_at"	57572
"222003_s_at"	57572
"214992_s_at"	1777
"209831_x_at"	1777
"217967_s_at"	116496
"217966_s_at"	116496
"207237_at"	3738
"220116_at"	3781
"212284_x_at"	7178
"212869_x_at"	7178
"214327_x_at"	7178
"207783_x_at"	7178
"211943_x_at"	7178
"216520_s_at"	7178
"203416_at"	963
"209358_at"	6882
"201708_s_at"	8508
"201709_s_at"	8508
"207619_at"	3061
"206829_x_at"	80264
"208977_x_at"	10383
"213726_x_at"	10383
"221065_s_at"	64377
"205215_at"	6045
"211384_s_at"	846
"210577_at"	846
"215777_at"	NA
"205980_s_at"	23779
"37117_at"	23779
"205980_s_at"	553158
"37117_at"	553158
"217923_at"	553115
"202359_s_at"	399979
"202358_s_at"	399979
"220235_s_at"	55791
"221859_at"	57586
"208607_s_at"	6288
"214456_x_at"	6288
"221349_at"	7441
"219325_s_at"	55520
"210027_s_at"	328
"202504_at"	23650
"211002_s_at"	23650
"211001_at"	23650
"201313_at"	2026
"221084_at"	9177
"200775_s_at"	407043
"222162_s_at"	9510
"212295_s_at"	6541
"212292_at"	6541
"212290_at"	6541
"206566_at"	6541
"220574_at"	80031
"220922_s_at"	30014
"220217_x_at"	30014
"220922_s_at"	728712
"220217_x_at"	728712
"219224_x_at"	79797
"220992_s_at"	81627
"215048_at"	140883
"221882_s_at"	58986
"204192_at"	951
"218928_s_at"	54020
"218531_at"	80194
"219265_at"	79817
"205589_at"	4634
"220131_at"	53822
"209390_at"	7248
"218425_at"	54476
"218426_s_at"	54476
"213629_x_at"	4494
"210524_x_at"	4494
"217165_x_at"	4494
"208999_at"	23176
"209000_s_at"	23176
"213309_at"	23228
"216218_s_at"	23228
"216217_at"	23228
"216034_at"	129025
"208153_s_at"	2196
"200084_at"	10944
"201784_s_at"	10944
"204807_at"	10329
"204808_s_at"	10329
"219586_at"	79726
"218505_at"	79726
"221981_s_at"	79726
"204835_at"	5422
"53991_at"	27147
"221885_at"	27147
"221931_s_at"	81929
"204971_at"	1475
"202529_at"	5635
"204086_at"	23532
"219375_at"	10390
"203162_s_at"	10300
"203163_at"	10300
"204345_at"	1307
"206719_at"	23546
"202113_s_at"	6643
"202114_at"	6643
"216592_at"	139081
"200922_at"	10945
"220231_at"	10842
"201396_s_at"	6449
"219012_s_at"	56946
"217819_at"	51125
"220558_x_at"	10077
"220022_at"	55713
"203238_s_at"	4854
"203237_s_at"	4854
"212788_x_at"	NA
"216479_at"	NA
"218522_s_at"	55201
"205754_at"	2147
"216342_x_at"	NA
"201534_s_at"	5412
"201535_at"	5412
"201954_at"	10095
"211556_at"	10982
"213489_at"	10982
"202501_at"	10982
"216553_x_at"	NA
"207801_s_at"	9921
"208632_at"	9921
"53202_at"	79020
"221573_at"	79020
"209907_s_at"	50618
"210545_at"	50618
"209898_x_at"	50618
"221081_s_at"	79961
"209559_at"	9026
"38340_at"	9026
"209558_s_at"	9026
"210875_s_at"	6935
"212764_at"	6935
"212758_s_at"	6935
"210875_s_at"	100996668
"212764_at"	100996668
"212758_s_at"	100996668
"219753_at"	10734
"219812_at"	10734
"201362_at"	10625
"201363_s_at"	10625
"206245_s_at"	10625
"210277_at"	11154
"210278_s_at"	11154
"210952_at"	11154
"218249_at"	64429
"219935_at"	11096
"206313_at"	3111
"211142_x_at"	3111
"215494_at"	NA
"218777_at"	80346
"219891_at"	54858
"207036_x_at"	2906
"209016_s_at"	3855
"217002_s_at"	3359
"216615_s_at"	3359
"218084_x_at"	53827
"221135_s_at"	28990
"211092_s_at"	4771
"211017_s_at"	4771
"204991_s_at"	4771
"218915_at"	4771
"211091_s_at"	4771
"210767_at"	4771
"205631_at"	9786
"37232_at"	9786
"210870_s_at"	7957
"205231_s_at"	7957
"206150_at"	939
"210014_x_at"	3420
"210418_s_at"	3420
"201509_at"	3420
"205054_at"	4703
"215368_at"	4703
"212747_at"	23294
"201529_s_at"	6117
"201528_at"	6117
"205244_s_at"	64849
"205243_at"	64849
"212944_at"	6526
"213167_s_at"	6526
"213164_at"	6526
"208984_x_at"	8241
"215089_s_at"	8241
"217221_x_at"	8241
"219257_s_at"	8877
"205911_at"	5745
"219178_at"	79691
"214448_x_at"	4793
"214062_x_at"	4793
"206621_s_at"	7458
"213060_s_at"	1117
"210504_at"	10661
"221407_at"	57369
"213724_s_at"	5164
"202590_s_at"	5164
"221095_s_at"	9992
"205132_at"	70
"203085_s_at"	7040
"219766_at"	7040
"203084_at"	7040
"207503_at"	6953
"213293_s_at"	10346
"205940_at"	4621
"201973_s_at"	51622
"201974_s_at"	51622
"208310_s_at"	51622
"215024_at"	51622
"201973_s_at"	221960
"201974_s_at"	221960
"208310_s_at"	221960
"215024_at"	221960
"207348_s_at"	3980
"204123_at"	3980
"202932_at"	7525
"202933_s_at"	7525
"218077_s_at"	51304
"218078_s_at"	51304
"200029_at"	6143
"220421_at"	79908
"212739_s_at"	4833
"201619_at"	10935
"209766_at"	10935
"221894_at"	90956
"221893_s_at"	90956
"44120_at"	90956
"222117_s_at"	90956
"221549_at"	83743
"212639_x_at"	10376
"213646_x_at"	10376
"201090_x_at"	10376
"211072_x_at"	10376
"211058_x_at"	10376
"207109_at"	25833
"215355_at"	25833
"201934_at"	80335
"216420_at"	NA
"209024_s_at"	NA
"220630_s_at"	27159
"209055_s_at"	988
"209056_s_at"	988
"209057_x_at"	988
"214938_x_at"	3146
"200679_x_at"	3146
"200680_x_at"	3146
"202526_at"	4089
"202527_s_at"	4089
"204966_at"	576
"207598_x_at"	7516
"201781_s_at"	9049
"201782_s_at"	9049
"221572_s_at"	65010
"203500_at"	2639
"208369_s_at"	2639
"212584_at"	9716
"212583_at"	9716
"202757_at"	25920
"211509_s_at"	57142
"214629_x_at"	57142
"210968_s_at"	57142
"220776_at"	3770
"206884_s_at"	8796
"208779_x_at"	780
"1007_s_at"	780
"207169_x_at"	780
"210749_x_at"	780
"208779_x_at"	100616237
"1007_s_at"	100616237
"207169_x_at"	100616237
"210749_x_at"	100616237
"221932_s_at"	51218
"218247_s_at"	51320
"214520_at"	2303
"218868_at"	57180
"211767_at"	84296
"216572_at"	2300
"208514_at"	3753
"219785_s_at"	100506581
"219784_at"	100506581
"219717_at"	54876
"205529_s_at"	862
"216831_s_at"	862
"205528_s_at"	862
"216832_at"	862
"218294_s_at"	10762
"218295_s_at"	10762
"218293_x_at"	10762
"213682_at"	10762
"220013_at"	79852
"202618_s_at"	4204
"202617_s_at"	4204
"202616_s_at"	4204
"219084_at"	64324
"214330_at"	91647
"213057_at"	91647
"209795_at"	969
"205432_at"	5016
"220168_at"	55259
"206281_at"	116
"206413_s_at"	9623
"219158_s_at"	80155
"222039_at"	146909
"212622_at"	440026
"212623_at"	440026
"213866_at"	201191
"209995_s_at"	8115
"39318_at"	8115
"205217_at"	1678
"206007_at"	10216
"219542_at"	79858
"219620_x_at"	54863
"201421_s_at"	79084
"201420_s_at"	79084
"211417_x_at"	91227
"215603_x_at"	91227
"209919_x_at"	91227
"208284_x_at"	91227
"207131_x_at"	91227
"201814_at"	9779
"201813_s_at"	9779
"201815_s_at"	9779
"204544_at"	11234
"218141_at"	63893
"202331_at"	593
"206939_at"	1630
"218150_at"	26225
"219664_s_at"	26063
"221024_s_at"	81031
"205883_at"	7704
"215253_s_at"	1827
"208370_s_at"	1827
"215254_at"	1827
"218702_at"	54938
"221577_x_at"	9518
"202102_s_at"	23476
"202103_at"	23476
"204839_at"	51367
"219656_at"	51294
"215214_at"	NA
"212916_at"	23133
"215065_at"	23133
"207225_at"	15
"211755_s_at"	515
"215220_s_at"	7175
"201731_s_at"	7175
"201730_s_at"	7175
"220776_at"	NA
"203839_s_at"	10188
"203838_s_at"	10188
"216439_at"	10188
"206962_x_at"	NA
"222178_s_at"	NA
"218904_s_at"	55071
"206439_at"	1833
"221072_at"	57000
"208533_at"	6656
"216853_x_at"	NA
"216869_at"	5137
"207303_at"	5137
"209692_at"	2139
"207698_at"	NA
"210307_s_at"	64410
"218820_at"	56967
"210599_at"	80110
"220721_at"	80110
"218926_at"	55892
"209158_s_at"	9266
"208617_s_at"	8073
"208616_s_at"	8073
"208615_s_at"	8073
"216988_s_at"	8073
"216560_x_at"	NA
"216399_s_at"	49855
"209741_x_at"	49855
"215848_at"	49855
"220504_at"	11081
"220410_s_at"	157922
"212710_at"	157922
"220409_at"	157922
"212712_at"	157922
"212711_at"	157922
"220311_at"	29104
"202632_at"	1801
"222041_at"	1801
"219202_at"	79651
"211491_at"	148
"211492_s_at"	148
"211489_at"	148
"211490_at"	148
"206171_at"	140
"220838_at"	54932
"207693_at"	785
"205462_s_at"	3241
"212552_at"	3241
"203690_at"	10426
"215739_s_at"	10426
"211218_at"	NA
"220791_x_at"	11280
"210853_at"	11280
"204371_s_at"	8570
"204372_s_at"	8570
"212303_x_at"	8570
"200040_at"	10657
"201488_x_at"	10657
"214185_at"	10657
"207071_s_at"	48
"218662_s_at"	64151
"218663_at"	64151
"200665_s_at"	6678
"212667_at"	6678
"210916_s_at"	960
"204490_s_at"	960
"212014_x_at"	960
"209835_x_at"	960
"212063_at"	960
"204489_s_at"	960
"216056_at"	960
"217523_at"	960
"214677_x_at"	100423062
"202362_at"	5906
"218200_s_at"	4708
"218201_at"	4708
"221581_s_at"	7462
"211768_at"	7462
"212232_at"	23360
"218721_s_at"	54953
"214677_x_at"	NA
"217118_s_at"	23313
"212421_at"	23313
"208376_at"	1233
"215121_x_at"	NA
"215379_x_at"	NA
"209138_x_at"	NA
"219392_x_at"	55771
"219250_s_at"	23767
"220646_s_at"	51348
"211106_at"	8464
"206506_s_at"	8464
"220476_s_at"	55924
"213196_at"	23361
"219574_at"	55016
"208274_at"	10896
"209649_at"	10254
"215044_s_at"	10254
"208194_s_at"	10254
"208322_s_at"	6482
"211496_s_at"	5132
"219072_at"	9274
"218770_s_at"	55116
"203826_s_at"	9600
"206771_at"	7380
"201955_at"	892
"206307_s_at"	2297
"210317_s_at"	7531
"210996_s_at"	7531
"204748_at"	5743
"205870_at"	624
"211076_x_at"	1822
"40489_at"	1822
"208871_at"	1822
"211939_x_at"	689
"208517_x_at"	689
"214800_x_at"	689
"222020_s_at"	50863
"221327_s_at"	5956
"205593_s_at"	5152
"202092_s_at"	23568
"219570_at"	55614
"207510_at"	NA
"201576_s_at"	2720
"211827_s_at"	3752
"211301_at"	3752
"215014_at"	3752
"213832_at"	3752
"215596_s_at"	26046
"210145_at"	5321
"216058_s_at"	1557
"207510_at"	623
"207062_at"	3375
"214559_at"	1814
"211625_s_at"	1814
"207364_at"	1527
"207364_at"	101060234
"207364_at"	101060305
"212102_s_at"	23633
"212103_at"	23633
"212101_at"	23633
"217624_at"	11333
"202290_at"	11333
"200017_at"	6233
"212832_s_at"	9793
"219164_s_at"	55102
"201765_s_at"	3073
"215155_at"	3073
"204677_at"	1003
"215189_at"	3892
"217562_at"	339479
"212022_s_at"	4288
"212023_s_at"	4288
"212021_s_at"	4288
"212020_s_at"	4288
"204662_at"	9738
"206459_s_at"	7482
"206458_s_at"	7482
"209661_at"	3801
"212300_at"	200081
"202394_s_at"	55324
"202485_s_at"	8932
"202484_s_at"	8932
"214397_at"	8932
"214396_s_at"	8932
"205690_s_at"	8896
"213729_at"	55660
"214941_s_at"	55660
"218053_at"	55660
"212534_at"	7572
"203248_at"	7572
"203247_s_at"	7572
"221912_s_at"	79140
"219585_at"	79140
"216834_at"	5996
"202988_s_at"	5996
"218514_at"	55181
"219802_at"	79912
"213878_at"	79912
"207272_at"	7634
"208512_s_at"	4301
"214939_x_at"	4301
"215904_at"	4301
"219147_s_at"	54981
"202202_s_at"	3910
"210990_s_at"	3910
"210089_s_at"	3910
"216081_at"	3910
"210989_at"	3910
"206239_s_at"	6690
"219764_at"	11211
"206650_at"	55721
"220105_at"	27156
"217558_at"	1559
"220017_x_at"	1559
"216025_x_at"	1559
"216661_x_at"	1559
"214421_x_at"	1559
"210258_at"	6003
"203095_at"	4528
"218688_at"	26007
"218441_s_at"	26015
"208282_x_at"	57054
"207909_x_at"	57054
"216922_x_at"	57054
"208281_x_at"	57054
"216351_x_at"	57054
"207912_s_at"	57054
"218416_s_at"	55652
"48106_at"	55652
"218417_s_at"	55652
"204519_s_at"	51090
"202388_at"	5997
"220378_at"	6954
"212160_at"	11260
"204993_at"	2781
"216488_s_at"	23250
"215842_s_at"	23250
"221286_s_at"	51237
"207861_at"	6367
"204542_at"	10610
"203454_s_at"	475
"202226_s_at"	1398
"202224_at"	1398
"202225_at"	1398
"219370_at"	56475
"211471_s_at"	9609
"200994_at"	10527
"200992_at"	10527
"200993_at"	10527
"200995_at"	10527
"218956_s_at"	26024
"218956_s_at"	100526740
"208756_at"	8668
"220335_x_at"	23491
"222153_at"	50804
"207606_s_at"	94134
"213668_s_at"	6659
"201416_at"	6659
"201418_s_at"	6659
"201417_at"	6659
"218985_at"	29988
"213711_at"	3887
"219317_at"	11201
"206609_at"	9947
"201744_s_at"	4060
"219784_at"	NA
"219785_s_at"	NA
"212509_s_at"	439921
"207142_at"	3760
"207141_s_at"	3760
"222352_at"	79791
"219960_s_at"	51377
"220083_x_at"	51377
"206813_at"	1489
"221834_at"	83752
"221833_at"	83752
"221834_at"	100507577
"221833_at"	100507577
"205383_s_at"	26137
"222357_at"	26137
"218752_at"	55954
"217207_s_at"	10917
"219848_s_at"	9668
"218190_s_at"	29796
"207545_s_at"	8650
"209073_s_at"	8650
"207562_at"	1609
"208786_s_at"	81631
"208785_s_at"	81631
"221327_s_at"	2652
"221327_s_at"	728458
"221327_s_at"	101060233
"204890_s_at"	3932
